order_id,order_date,region,category,quantity,unit_price ($),customer_id,revenue ($)
10425,2025-11-04,Abuja,Electronics,11,202.46,1031,2227.06
10426,2025-05-24,Accra,Clothing,1,460.18,1318,460.18
10427,2025-09-26,Kumasi,Groceries,11,325.83,1011,3584.13
10428,2025-05-04,Edmonton,Home,6,47.03,1318,282.18
10429,2025-04-16,Accra,Groceries,7,474.03,1332,3318.21
10430,2025-06-07,Lagos,Groceries,7,130.76,1091,915.32
10431,2025-05-27,Edmonton,Clothing,9,169.93,1000,1529.37
10432,2025-05-25,Accra,Clothing,11,202.33,1325,2225.63
10433,2025-04-30,Edmonton,Beauty,11,27.51,1135,302.61
10434,2025-11-15,Edmonton,Home,10,249.26,1195,2492.6
10435,2025-10-02,Edmonton,Clothing,5,63.41,1132,317.05
10436,2025-04-02,Kumasi,Electronics,1,201.68,1085,201.68
10437,2025-02-27,Lagos,Home,2,252.175,1294,504.35
10438,2025-12-12,Calgary,Home,4,386.87,1278,1547.48
10439,2025-08-17,Calgary,Clothing,5,401.98,1323,2009.9
10440,2025-04-27,Accra,Home,9,78.4,1179,705.6
10441,2025-11-14,Edmonton,Clothing,11,184.54,1003,2029.94
10442,2025-10-06,Accra,Groceries,1,187.93,1125,187.93
10443,2025-05-07,Kumasi,Beauty,3,77.4,1174,232.2
10444,2025-05-09,Kumasi,Groceries,5,399.63,1250,1998.15
10445,2025-02-27,Abuja,Clothing,3,354.2,1020,1062.6
10446,2025-05-02,Kumasi,Clothing,4,96.81,1104,387.24
10447,2025-01-01,Abuja,Groceries,3,184.63,1065,553.89
10448,2025-08-27,Lagos,Electronics,4,237.475,1262,949.9
10449,2025-10-17,Accra,Electronics,1,314.85,1048,314.85
10450,2025-04-06,Lagos,Electronics,8,62.44,1015,499.52
10451,2025-05-06,Kumasi,Clothing,4,493.0,1144,1972.0
10452,2025-04-28,Lagos,Home,7,390.78,1339,2735.46
10453,2025-02-17,Lagos,Clothing,2,196.34,1249,392.68
10454,2025-03-30,Lagos,Home,2,290.12,1342,580.24
10455,2025-08-25,Kumasi,Groceries,6,455.85,1353,2735.1
10457,2025-07-08,Lagos,Home,6,88.9,1289,533.4
10458,2025-07-11,Abuja,Electronics,11,190.59,1281,2096.49
10459,2025-03-10,Kumasi,Clothing,2,421.89,1065,843.78
10460,2025-10-05,Lagos,Groceries,4,322.82,1124,1291.28
10461,2025-12-15,Edmonton,Electronics,7,326.06,1318,2282.42
10462,2025-09-04,Kumasi,Groceries,8,433.68,1086,3469.44
10463,2025-03-17,Calgary,Beauty,3,447.2,1040,1341.6
10464,2025-06-03,Edmonton,Clothing,9,460.06,1185,4140.54
10465,2025-05-24,Abuja,Clothing,2,49.23,1353,98.46
10466,2025-03-27,Lagos,Beauty,8,272.97,1379,2183.76
10467,2025-07-04,Calgary,Clothing,8,370.77,1334,2966.16
10468,2025-10-12,Calgary,Home,4,378.95,1265,1515.8
10469,2025-08-08,Kumasi,Groceries,1,304.14,1270,304.14
10470,2025-03-10,Calgary,Electronics,1,85.06,1041,85.06
10471,2025-02-16,Abuja,Beauty,2,399.12,1092,798.24
10472,2025-04-04,Abuja,Home,9,360.62,1184,3245.58
10473,2025-08-26,Accra,Electronics,2,44.9,1214,89.8
10474,2025-07-23,Abuja,Electronics,2,232.98,1016,465.96
10475,2025-08-06,Edmonton,Beauty,6,88.64,1264,531.84
10476,2025-12-07,Calgary,Home,7,170.06,1113,1190.42
10477,2025-02-08,Abuja,Electronics,7,11.0,1291,77.0
10478,2025-04-10,Kumasi,Electronics,9,201.36,1291,1812.24
10480,2025-09-11,Calgary,Clothing,8,310.55,1306,2484.4
10481,2025-08-10,Accra,Electronics,11,332.42,1096,3656.62
10482,2025-12-23,Calgary,Groceries,6,418.47,1374,2510.82
10483,2025-01-23,Kumasi,Home,2,109.3,1094,218.6
10484,2025-09-07,Accra,Electronics,1,62.0,1325,62.0
10485,2025-01-10,Lagos,Beauty,5,426.07,1073,2130.35
10486,2025-09-03,Edmonton,Groceries,9,241.13,1335,2170.17
10487,2025-11-21,Edmonton,Electronics,8,487.43,1067,3899.44
10488,2025-04-10,Calgary,Groceries,4,241.13,1245,964.52
10489,2025-10-17,Lagos,Groceries,5,251.44,1076,1257.2
10490,2025-06-29,Accra,Clothing,5,490.75,1207,2453.75
10491,2025-08-11,Calgary,Groceries,6,50.49,1371,302.94
10492,2025-09-07,Lagos,Clothing,3,152.93,1253,458.79
10493,2025-05-27,Accra,Home,5,319.84,1220,1599.2
10494,2025-04-06,Kumasi,Clothing,2,176.3,1261,352.6
10495,2025-09-14,Lagos,Beauty,10,464.33,1330,4643.3
10496,2025-11-21,Lagos,Electronics,1,34.68,1343,34.68
10497,2025-01-04,Kumasi,Home,11,275.61,1258,3031.71
10498,2025-01-16,Lagos,Home,1,296.25,1307,296.25
10499,2025-10-07,Lagos,Beauty,10,327.06,1073,3270.6
10501,2025-09-04,Edmonton,Electronics,2,183.55,1187,367.1
10502,2025-09-15,Abuja,Clothing,4,422.15,1253,1688.6
10503,2025-06-09,Kumasi,Groceries,5,99.08,1320,495.4
10504,2025-12-06,Lagos,Clothing,7,413.78,1307,2896.46
10505,2025-06-01,Edmonton,Home,2,282.2,1234,564.4
10506,2025-06-27,Kumasi,Electronics,6,381.57,1249,2289.42
10507,2025-06-12,Calgary,Clothing,1,357.38,1331,357.38
10508,2025-02-02,Calgary,Electronics,7,105.34,1397,737.38
10509,2025-06-28,Lagos,Electronics,9,285.27,1344,2567.43
10510,2025-04-11,Edmonton,Groceries,5,241.13,1071,1205.65
10511,2025-09-25,Edmonton,Groceries,5,217.19,1234,1085.95
10512,2025-11-19,Kumasi,Home,4,483.36,1323,1933.44
10513,2025-03-06,Kumasi,Beauty,3,227.2,1155,681.6
10515,2025-11-26,Kumasi,Beauty,5,195.94,1114,979.7
10516,2025-02-12,Edmonton,Home,8,475.95,1312,3807.6
10517,2025-02-13,Abuja,Electronics,9,161.22,1227,1450.98
10518,2025-10-12,Edmonton,Electronics,5,434.31,1321,2171.55
10519,2025-01-12,Calgary,Beauty,10,440.86,1345,4408.6
10520,2025-04-05,Kumasi,Clothing,9,176.39,1244,1587.51
10521,2025-10-29,Edmonton,Groceries,2,43.46,1305,86.92
10522,2025-09-10,Edmonton,Clothing,9,362.83,1013,3265.47
10523,2025-08-30,Kumasi,Beauty,11,157.13,1015,1728.43
10524,2025-02-04,Abuja,Groceries,4,391.9,1041,1567.6
10525,2025-08-03,Abuja,Clothing,6,222.44,1109,1334.64
10526,2025-12-03,Kumasi,Groceries,6,243.66,1277,1461.96
10527,2025-03-31,Accra,Electronics,6,389.4,1323,2336.4
10528,2025-09-21,Kumasi,Clothing,2,192.42,1018,384.84
10529,2025-04-03,Kumasi,Groceries,7,222.68,1065,1558.76
10530,2025-03-31,Abuja,Groceries,6,189.34,1166,1136.04
10531,2025-04-25,Abuja,Groceries,11,184.94,1072,2034.34
10532,2025-04-15,Kumasi,Clothing,1,263.92,1399,263.92
10533,2025-07-15,Kumasi,Home,2,404.78,1309,809.56
10534,2025-11-10,Kumasi,Clothing,7,182.16,1111,1275.12
10535,2025-04-24,Abuja,Beauty,1,263.08,1273,263.08
10536,2025-03-16,Kumasi,Clothing,1,336.02,1372,336.02
10537,2025-08-05,Kumasi,Groceries,1,241.13,1084,241.13
10538,2025-10-04,Lagos,Electronics,8,237.475,1138,1899.8
10539,2025-09-06,Accra,Clothing,4,466.84,1038,1867.36
10540,2025-06-13,Calgary,Clothing,4,362.32,1104,1449.28
10541,2025-12-23,Accra,Groceries,2,289.44,1323,578.88
10542,2025-07-11,Lagos,Electronics,11,324.56,1280,3570.16
10543,2025-08-15,Calgary,Electronics,11,237.475,1122,2612.22
10544,2025-06-26,Kumasi,Beauty,11,309.82,1217,3408.02
10545,2025-04-09,Lagos,Clothing,1,255.74,1376,255.74
10546,2025-02-05,Kumasi,Electronics,10,273.78,1060,2737.8
10547,2025-04-06,Abuja,Electronics,9,180.99,1099,1628.91
10548,2025-06-01,Edmonton,Home,7,42.57,1306,297.99
10549,2025-05-31,Lagos,Home,4,98.28,1353,393.12
10550,2025-07-09,Abuja,Electronics,6,475.47,1392,2852.82
10551,2025-08-12,Lagos,Beauty,2,205.53,1203,411.06
10552,2025-02-06,Lagos,Electronics,7,237.475,1257,1662.32
10553,2025-09-25,Abuja,Groceries,2,28.25,1004,56.5
10554,2025-07-02,Calgary,Clothing,10,20.71,1196,207.1
10555,2025-01-13,Accra,Beauty,8,359.16,1179,2873.28
10556,2025-10-06,Kumasi,Groceries,8,269.97,1341,2159.76
10557,2025-08-05,Lagos,Beauty,1,255.34,1132,255.34
10558,2025-12-21,Kumasi,Groceries,8,123.08,1323,984.64
10559,2025-12-27,Edmonton,Clothing,2,372.89,1252,745.78
10560,2025-10-13,Abuja,Clothing,6,85.78,1264,514.68
10561,2025-09-30,Kumasi,Home,1,96.59,1092,96.59
10562,2025-03-03,Abuja,Groceries,5,231.43,1149,1157.15
10563,2025-03-25,Kumasi,Home,11,144.57,1137,1590.27
10564,2025-08-05,Accra,Groceries,7,125.24,1207,876.68
10565,2025-12-08,Accra,Home,10,323.33,1124,3233.3
10566,2025-07-06,Accra,Clothing,1,326.18,1233,326.18
10567,2025-01-19,Accra,Beauty,2,253.245,1060,506.49
10568,2025-06-26,Accra,Home,7,210.02,1306,1470.14
10569,2025-04-10,Accra,Groceries,6,38.4,1265,230.4
10570,2025-08-21,Abuja,Groceries,3,138.29,1133,414.87
10571,2025-03-17,Lagos,Clothing,10,490.04,1317,4900.4
10572,2025-09-22,Kumasi,Groceries,2,298.94,1112,597.88
10573,2025-10-11,Accra,Electronics,10,355.45,1388,3554.5
10574,2025-07-25,Abuja,Beauty,4,5.66,1377,22.64
10575,2025-08-11,Abuja,Home,3,260.07,1190,780.21
10576,2025-02-21,Abuja,Beauty,7,20.69,1378,144.83
10577,2025-12-05,Lagos,Clothing,8,285.48,1186,2283.84
10578,2025-05-24,Kumasi,Home,2,460.54,1318,921.08
10579,2025-03-10,Lagos,Home,10,484.27,1366,4842.7
10580,2025-04-09,Calgary,Electronics,7,271.2,1088,1898.4
10581,2025-01-25,Abuja,Clothing,8,230.19,1186,1841.52
10582,2025-02-22,Calgary,Groceries,6,472.62,1306,2835.72
10583,2025-05-31,Edmonton,Electronics,6,337.46,1131,2024.76
10584,2025-05-24,Accra,Electronics,10,34.32,1359,343.2
10585,2025-02-26,Accra,Beauty,1,253.245,1122,253.24
10586,2025-02-08,Lagos,Beauty,4,121.64,1047,486.56
10587,2025-04-19,Kumasi,Beauty,1,235.96,1287,235.96
10588,2025-06-30,Calgary,Electronics,4,228.82,1375,915.28
10589,2025-02-11,Kumasi,Groceries,2,291.91,1178,583.82
10590,2025-07-05,Lagos,Home,11,179.67,1179,1976.37
10591,2025-08-11,Accra,Beauty,5,83.81,1098,419.05
10592,2025-05-02,Kumasi,Groceries,10,252.85,1329,2528.5
10593,2025-05-13,Kumasi,Clothing,9,415.44,1033,3738.96
10594,2025-06-12,Accra,Beauty,11,332.68,1069,3659.48
10595,2025-08-03,Calgary,Home,10,170.51,1170,1705.1
10596,2025-08-09,Accra,Clothing,3,467.89,1365,1403.67
10597,2025-08-23,Kumasi,Clothing,8,456.28,1271,3650.24
10598,2025-11-27,Calgary,Home,3,106.26,1058,318.78
10599,2025-05-26,Calgary,Beauty,6,21.63,1180,129.78
10600,2025-08-27,Accra,Electronics,4,371.17,1018,1484.68
10601,2025-03-17,Kumasi,Home,8,414.15,1225,3313.2
10602,2025-01-09,Lagos,Home,11,252.175,1094,2773.92
10603,2025-03-15,Kumasi,Home,6,445.14,1368,2670.84
10604,2025-09-10,Abuja,Clothing,8,301.07,1296,2408.56
10605,2025-08-18,Edmonton,Groceries,1,265.97,1080,265.97
10606,2025-01-07,Lagos,Electronics,6,15.86,1174,95.16
10607,2025-06-23,Calgary,Beauty,1,124.83,1221,124.83
10608,2025-05-21,Lagos,Beauty,1,230.89,1102,230.89
10609,2025-06-17,Calgary,Groceries,8,314.99,1053,2519.92
10610,2025-06-19,Calgary,Home,7,252.175,1182,1765.22
10611,2025-10-10,Lagos,Electronics,3,371.83,1350,1115.49
10612,2025-05-02,Calgary,Beauty,6,141.32,1317,847.92
10613,2025-07-13,Calgary,Beauty,9,283.35,1354,2550.15
10614,2025-01-05,Abuja,Home,7,45.89,1348,321.23
10615,2025-01-29,Kumasi,Groceries,3,208.01,1320,624.03
10616,2025-06-14,Kumasi,Electronics,6,375.58,1067,2253.48
10617,2025-12-05,Edmonton,Groceries,11,347.31,1027,3820.41
10618,2025-05-16,Edmonton,Groceries,4,495.34,1273,1981.36
10619,2025-12-31,Abuja,Electronics,3,140.39,1281,421.17
10620,2025-11-17,Edmonton,Electronics,9,250.1,1359,2250.9
10621,2025-12-08,Lagos,Beauty,10,166.11,1310,1661.1
10622,2025-05-25,Accra,Beauty,2,221.42,1118,442.84
10623,2025-11-23,Accra,Electronics,1,428.76,1379,428.76
10624,2025-08-05,Accra,Clothing,2,342.74,1133,685.48
10625,2025-10-28,Abuja,Beauty,7,441.46,1128,3090.22
10626,2025-05-12,Abuja,Clothing,10,103.35,1007,1033.5
10627,2025-10-19,Calgary,Electronics,1,436.93,1050,436.93
10628,2025-03-11,Accra,Beauty,6,31.76,1340,190.56
10629,2025-09-09,Lagos,Groceries,7,444.52,1280,3111.64
10630,2025-10-02,Edmonton,Electronics,9,165.88,1174,1492.92
10631,2025-12-30,Lagos,Home,8,158.66,1182,1269.28
10632,2025-07-01,Edmonton,Clothing,6,257.02,1191,1542.12
10633,2025-06-16,Accra,Electronics,3,470.46,1248,1411.38
10634,2025-04-01,Accra,Electronics,8,25.8,1234,206.4
10635,2025-07-21,Accra,Beauty,7,177.41,1082,1241.87
10636,2025-12-12,Abuja,Beauty,3,428.57,1092,1285.71
10637,2025-01-19,Edmonton,Beauty,9,199.24,1372,1793.16
10638,2025-02-08,Abuja,Home,2,101.18,1393,202.36
10639,2025-05-06,Abuja,Beauty,3,213.55,1311,640.65
10640,2025-06-22,Kumasi,Electronics,2,194.01,1267,388.02
10641,2025-05-21,Lagos,Beauty,1,457.88,1119,457.88
10642,2025-08-30,Lagos,Groceries,4,381.44,1070,1525.76
10643,2025-08-08,Calgary,Beauty,5,253.55,1016,1267.75
10644,2025-05-06,Abuja,Home,6,494.21,1252,2965.26
10645,2025-02-27,Edmonton,Groceries,5,233.71,1121,1168.55
10646,2025-05-28,Kumasi,Electronics,1,31.0,1379,31.0
10647,2025-11-13,Kumasi,Electronics,3,132.61,1009,397.83
10648,2025-12-27,Lagos,Clothing,1,219.16,1286,219.16
10649,2025-01-01,Abuja,Groceries,11,80.14,1315,881.54
10650,2025-12-14,Calgary,Clothing,5,473.89,1325,2369.45
10651,2025-07-09,Abuja,Groceries,5,383.89,1272,1919.45
10652,2025-07-10,Accra,Groceries,11,135.61,1305,1491.71
10653,2025-11-08,Abuja,Home,6,296.22,1292,1777.32
10654,2025-04-27,Accra,Clothing,8,361.28,1209,2890.24
10655,2025-05-14,Accra,Home,10,470.76,1217,4707.6
10656,2025-02-27,Calgary,Groceries,1,441.05,1240,441.05
10657,2025-02-13,Edmonton,Electronics,4,258.57,1373,1034.28
10658,2025-06-22,Lagos,Groceries,10,387.78,1199,3877.8
10659,2025-06-09,Abuja,Home,11,281.95,1215,3101.45
10660,2025-06-22,Accra,Clothing,1,277.25,1204,277.25
10661,2025-11-13,Abuja,Clothing,9,59.14,1215,532.26
10662,2025-10-30,Edmonton,Home,11,64.82,1079,713.02
10663,2025-05-29,Lagos,Clothing,7,265.71,1266,1859.97
10664,2025-03-21,Edmonton,Beauty,7,135.89,1389,951.23
10665,2025-08-01,Lagos,Electronics,5,12.48,1378,62.4
10666,2025-07-22,Kumasi,Electronics,7,361.97,1034,2533.79
10667,2025-09-09,Lagos,Electronics,2,18.18,1288,36.36
10668,2025-08-17,Calgary,Clothing,4,298.45,1017,1193.8
10669,2025-06-13,Edmonton,Clothing,7,270.52,1164,1893.64
10670,2025-08-15,Accra,Groceries,3,484.47,1012,1453.41
10671,2025-05-27,Kumasi,Groceries,2,243.14,1201,486.28
10672,2025-01-20,Calgary,Electronics,10,33.67,1228,336.7
10673,2025-02-16,Abuja,Beauty,2,276.74,1345,553.48
10674,2025-08-21,Edmonton,Groceries,1,420.87,1365,420.87
10675,2025-11-01,Accra,Groceries,5,498.43,1000,2492.15
10676,2025-01-14,Lagos,Clothing,6,216.31,1318,1297.86
10677,2025-05-23,Accra,Beauty,6,161.51,1216,969.06
10678,2025-01-01,Abuja,Electronics,9,453.51,1033,4081.59
10679,2025-02-23,Kumasi,Groceries,4,97.24,1358,388.96
10680,2025-09-16,Kumasi,Beauty,1,308.48,1265,308.48
10681,2025-05-24,Edmonton,Beauty,6,204.05,1127,1224.3
10682,2025-01-12,Kumasi,Electronics,5,22.46,1211,112.3
10683,2025-11-26,Edmonton,Beauty,10,174.95,1262,1749.5
10684,2025-08-12,Edmonton,Beauty,6,134.08,1311,804.48
10685,2025-09-29,Edmonton,Beauty,3,343.67,1079,1031.01
10686,2025-12-24,Lagos,Groceries,2,474.5,1164,949.0
10687,2025-06-05,Calgary,Electronics,6,135.49,1251,812.94
10688,2025-01-08,Edmonton,Beauty,1,406.11,1011,406.11
10689,2025-05-02,Edmonton,Beauty,7,29.57,1303,206.99
10690,2025-12-14,Calgary,Groceries,7,269.98,1211,1889.86
10691,2025-06-13,Accra,Electronics,10,37.13,1281,371.3
10692,2025-03-31,Edmonton,Clothing,7,467.15,1111,3270.05
10693,2025-05-16,Lagos,Groceries,11,383.64,1210,4220.04
10694,2025-07-05,Kumasi,Electronics,10,329.66,1377,3296.6
10695,2025-11-12,Kumasi,Beauty,1,412.3,1238,412.3
10696,2025-06-27,Abuja,Electronics,4,324.46,1267,1297.84
10697,2025-01-28,Abuja,Electronics,7,484.53,1297,3391.71
10698,2025-08-08,Kumasi,Electronics,11,357.55,1316,3933.05
10699,2025-12-23,Kumasi,Clothing,9,462.48,1057,4162.32
10700,2025-02-10,Lagos,Electronics,5,259.53,1033,1297.65
10701,2025-08-16,Calgary,Clothing,2,60.3,1262,120.6
10702,2025-07-11,Abuja,Beauty,7,265.03,1364,1855.21
10703,2025-05-25,Calgary,Clothing,10,65.18,1034,651.8
10704,2025-07-20,Lagos,Beauty,1,297.06,1270,297.06
10706,2025-08-08,Edmonton,Clothing,6,312.04,1024,1872.24
10707,2025-08-28,Calgary,Groceries,7,7.0,1233,49.0
10708,2025-02-15,Kumasi,Home,10,99.03,1058,990.3
10709,2025-02-04,Kumasi,Electronics,3,246.68,1250,740.04
10710,2025-09-10,Accra,Home,3,475.35,1334,1426.05
10711,2025-03-23,Calgary,Electronics,7,193.04,1085,1351.28
10712,2025-09-13,Edmonton,Electronics,2,237.475,1250,474.95
10713,2025-07-16,Calgary,Beauty,1,357.92,1389,357.92
10714,2025-10-30,Kumasi,Electronics,9,302.69,1179,2724.21
10715,2025-01-10,Edmonton,Electronics,9,150.87,1206,1357.83
10716,2025-11-08,Lagos,Clothing,7,206.59,1343,1446.13
10717,2025-10-13,Accra,Home,7,110.41,1148,772.87
10718,2025-08-30,Kumasi,Clothing,3,483.08,1070,1449.24
10719,2025-09-08,Abuja,Electronics,10,67.06,1120,670.6
10720,2025-12-31,Abuja,Beauty,2,187.17,1252,374.34
10721,2025-01-05,Accra,Clothing,11,14.87,1092,163.57
10722,2025-04-29,Lagos,Clothing,7,112.45,1255,787.15
10723,2025-10-16,Kumasi,Groceries,9,390.67,1253,3516.03
10724,2025-03-06,Calgary,Electronics,1,102.19,1351,102.19
10725,2025-05-26,Accra,Beauty,4,41.87,1287,167.48
10726,2025-08-12,Lagos,Clothing,6,238.28,1308,1429.68
10727,2025-08-27,Calgary,Clothing,7,6.96,1058,48.72
10728,2025-06-26,Abuja,Beauty,10,44.21,1068,442.1
10729,2025-09-24,Abuja,Electronics,7,404.2,1387,2829.4
10730,2025-12-07,Calgary,Groceries,10,386.19,1085,3861.9
10731,2025-10-09,Accra,Clothing,2,457.74,1273,915.48
10732,2025-03-04,Abuja,Groceries,4,427.55,1226,1710.2
10733,2025-08-05,Kumasi,Home,5,342.22,1080,1711.1
10734,2025-12-08,Edmonton,Electronics,1,28.06,1113,28.06
10735,2025-11-11,Calgary,Home,1,391.86,1183,391.86
10736,2025-10-10,Calgary,Home,10,423.06,1279,4230.6
10737,2025-06-26,Abuja,Home,3,399.94,1321,1199.82
10738,2025-04-08,Accra,Electronics,10,255.22,1396,2552.2
10739,2025-04-15,Kumasi,Electronics,3,117.99,1317,353.97
10740,2025-04-09,Accra,Beauty,8,422.97,1053,3383.76
10741,2025-11-07,Lagos,Groceries,9,364.13,1398,3277.17
10742,2025-01-06,Lagos,Groceries,11,490.42,1196,5394.62
10743,2025-07-16,Edmonton,Beauty,1,79.53,1386,79.53
10744,2025-12-17,Abuja,Beauty,11,114.38,1292,1258.18
10745,2025-05-13,Abuja,Home,2,107.48,1292,214.96
10746,2025-12-24,Abuja,Beauty,10,396.68,1386,3966.8
10747,2025-09-16,Edmonton,Clothing,2,95.08,1290,190.16
10748,2025-01-23,Lagos,Groceries,4,35.2,1179,140.8
10749,2025-02-22,Accra,Beauty,2,499.28,1379,998.56
10750,2025-06-14,Edmonton,Clothing,7,14.36,1221,100.52
10751,2025-07-21,Edmonton,Clothing,9,417.95,1273,3761.55
10752,2025-03-24,Accra,Clothing,7,183.95,1377,1287.65
10753,2025-05-25,Abuja,Clothing,6,421.12,1243,2526.72
10754,2025-03-26,Kumasi,Home,10,278.2,1153,2782.0
10755,2025-03-19,Accra,Clothing,1,451.01,1303,451.01
10756,2025-01-01,Lagos,Home,11,463.24,1272,5095.64
10757,2025-02-20,Calgary,Home,10,6.53,1134,65.3
10758,2025-06-22,Calgary,Clothing,9,39.56,1312,356.04
10759,2025-07-24,Edmonton,Groceries,5,126.68,1007,633.4
10760,2025-09-17,Calgary,Clothing,11,335.32,1127,3688.52
10761,2025-10-15,Kumasi,Clothing,5,444.36,1372,2221.8
10762,2025-02-03,Abuja,Clothing,6,231.05,1055,1386.3
10763,2025-12-14,Lagos,Groceries,9,304.27,1125,2738.43
10764,2025-04-05,Kumasi,Electronics,8,95.87,1158,766.96
10765,2025-03-13,Lagos,Electronics,8,402.87,1058,3222.96
10766,2025-02-08,Lagos,Home,8,252.175,1057,2017.4
10767,2025-06-03,Abuja,Home,1,135.76,1139,135.76
10768,2025-09-07,Edmonton,Groceries,1,248.42,1175,248.42
10769,2025-06-11,Calgary,Beauty,8,44.89,1107,359.12
10770,2025-04-28,Abuja,Electronics,5,280.45,1210,1402.25
10771,2025-09-16,Kumasi,Home,9,252.39,1073,2271.51
10772,2025-11-02,Edmonton,Electronics,2,73.93,1166,147.86
10773,2025-09-25,Kumasi,Groceries,9,222.15,1356,1999.35
10774,2025-02-23,Edmonton,Groceries,8,168.38,1303,1347.04
10775,2025-08-24,Kumasi,Beauty,9,261.87,1232,2356.83
10776,2025-08-10,Abuja,Beauty,4,293.66,1326,1174.64
10777,2025-09-08,Edmonton,Groceries,1,6.23,1371,6.23
10778,2025-11-09,Edmonton,Home,1,380.98,1181,380.98
10779,2025-04-22,Lagos,Electronics,5,357.08,1121,1785.4
10780,2025-09-12,Lagos,Clothing,2,184.41,1333,368.82
10781,2025-10-30,Accra,Beauty,8,28.36,1202,226.88
10782,2025-07-26,Calgary,Clothing,10,377.96,1028,3779.6
10783,2025-08-17,Lagos,Home,11,477.68,1201,5254.48
10784,2025-12-07,Accra,Beauty,5,121.6,1092,608.0
10785,2025-03-07,Lagos,Clothing,5,163.12,1328,815.6
10786,2025-03-16,Kumasi,Home,2,93.54,1355,187.08
10787,2025-04-13,Edmonton,Electronics,7,289.31,1175,2025.17
10788,2025-07-11,Calgary,Home,8,79.11,1329,632.88
10789,2025-09-09,Kumasi,Beauty,10,179.38,1210,1793.8
10790,2025-08-14,Abuja,Groceries,1,349.11,1183,349.11
10791,2025-10-21,Lagos,Electronics,2,280.94,1094,561.88
10792,2025-11-02,Lagos,Clothing,10,194.46,1272,1944.6
10793,2025-04-08,Edmonton,Beauty,4,211.28,1136,845.12
10794,2025-12-04,Abuja,Groceries,5,281.93,1236,1409.65
10795,2025-10-13,Edmonton,Home,2,4.92,1352,9.84
10796,2025-12-01,Calgary,Groceries,1,41.1,1264,41.1
10797,2025-12-13,Calgary,Beauty,9,440.87,1134,3967.83
10798,2025-11-04,Lagos,Beauty,1,40.78,1143,40.78
10799,2025-09-06,Lagos,Groceries,4,353.99,1018,1415.96
10800,2025-06-15,Calgary,Home,2,460.18,1230,920.36
10801,2025-12-01,Accra,Groceries,11,136.8,1133,1504.8
10802,2025-01-30,Edmonton,Beauty,4,186.5,1113,746.0
10803,2025-09-04,Calgary,Beauty,8,285.32,1138,2282.56
10804,2025-04-16,Edmonton,Clothing,8,441.09,1124,3528.72
10805,2025-02-20,Kumasi,Clothing,11,471.07,1203,5181.77
10806,2025-03-22,Lagos,Electronics,9,370.3,1060,3332.7
10807,2025-05-13,Edmonton,Beauty,11,45.14,1249,496.54
10808,2025-10-12,Abuja,Clothing,5,335.24,1297,1676.2
10809,2025-05-18,Edmonton,Groceries,7,206.33,1012,1444.31
10810,2025-07-03,Kumasi,Home,3,236.41,1395,709.23
10811,2025-11-26,Lagos,Groceries,10,26.48,1254,264.8
10812,2025-09-30,Calgary,Home,4,97.15,1084,388.6
10813,2025-12-06,Kumasi,Clothing,10,395.68,1019,3956.8
10814,2025-03-10,Lagos,Electronics,9,228.07,1049,2052.63
10815,2025-02-03,Edmonton,Groceries,10,152.23,1163,1522.3
10816,2025-09-19,Accra,Groceries,10,193.24,1091,1932.4
10817,2025-02-22,Accra,Groceries,1,427.49,1087,427.49
10818,2025-07-24,Abuja,Home,2,375.0,1068,750.0
10819,2025-05-06,Lagos,Clothing,5,137.61,1036,688.05
10820,2025-08-23,Accra,Groceries,3,60.52,1252,181.56
10821,2025-02-12,Calgary,Groceries,2,127.5,1251,255.0
10822,2025-08-28,Lagos,Electronics,1,460.54,1139,460.54
10823,2025-04-21,Calgary,Electronics,10,291.63,1354,2916.3
10824,2025-09-06,Calgary,Clothing,3,267.67,1380,803.01
10825,2025-05-31,Accra,Clothing,1,299.0,1167,299.0
10826,2025-07-02,Lagos,Beauty,1,184.28,1053,184.28
10827,2025-12-02,Edmonton,Electronics,1,237.475,1385,237.48
10828,2025-04-05,Kumasi,Beauty,8,262.6,1177,2100.8
10829,2025-01-08,Accra,Home,3,60.14,1296,180.42
10830,2025-12-26,Accra,Beauty,11,66.27,1300,728.97
10831,2025-07-03,Edmonton,Groceries,1,269.36,1358,269.36
10832,2025-10-08,Lagos,Beauty,7,468.41,1105,3278.87
10833,2025-07-14,Lagos,Clothing,10,155.56,1136,1555.6
10834,2025-12-18,Calgary,Home,3,435.03,1189,1305.09
10835,2025-07-14,Edmonton,Groceries,8,382.52,1127,3060.16
10836,2025-06-04,Edmonton,Beauty,4,125.41,1341,501.64
10837,2025-04-03,Lagos,Home,4,20.1,1046,80.4
10838,2025-06-09,Calgary,Home,5,52.72,1004,263.6
10840,2025-05-02,Abuja,Beauty,7,101.44,1299,710.08
10841,2025-02-20,Kumasi,Home,4,186.89,1149,747.56
10842,2025-10-04,Accra,Home,8,251.85,1293,2014.8
10843,2025-01-05,Lagos,Electronics,6,363.28,1242,2179.68
10844,2025-04-02,Kumasi,Home,1,58.39,1274,58.39
10845,2025-06-19,Abuja,Electronics,1,204.37,1207,204.37
10846,2025-11-13,Abuja,Beauty,9,243.57,1114,2192.13
10847,2025-01-22,Calgary,Beauty,10,271.33,1194,2713.3
10848,2025-11-22,Kumasi,Beauty,6,409.54,1342,2457.24
